X,Y,OBJECTID,ID,STATUS,REASON,ROAD,DESCRIPTION,SUBURB,UPDATETIME,TMR,LOCATION,SOURCE,GlobalID
152.718787723086223,-26.916822584876101,453,STA_039,Open,Flooded,Stoney Creek Road,1km north of D'Aguilar Highway,STONY CREEK,2020-02-26T05:00:00.000Z,no,Stoney Creek Road,DWCP,9423a8e9-5951-4bd6-8f46-7290e4fdd8a7
152.83652161772244,-27.208280970138695,454,UPR_063,Open,Flooded,Strong Road, ,DAYBORO,2020-02-26T05:00:00.000Z,no,Strong Road,DWCP,1397e6e5-fc3e-4850-bb09-1deade00df47
152.979898517726696,-27.365442638917504,455,LPR_100,Open,Flooded,Sunningdale Court, ,ALBANY CREEK,2020-02-26T05:00:00.000Z,no,"Sunningdale Court, ALBANY CREEK",DWCP,a0d960c7-3dd4-4352-9dff-9016f5a9e3f8
152.854609984688949,-27.396968519787997,456,LPR_101,Open,Flooded,Upper Wights Mountain Road, ,WIGHTS MOUNTAIN,2020-02-26T05:00:00.000Z,no,"Upper Wights Mountain Road, WIGHTS MOUNTAIN",DWCP,ae92799a-5e9b-4072-97a7-6ab09b5167f0
152.945368340013772,-27.034205523425573,457,CAB_127,Open,Flooded,Wests Road, ,ELIMBAH,2020-02-26T05:00:00.000Z,no,"Wests Road, ELIMBAH",DWCP,ae079f88-2694-4f3d-bcb8-648269adeae0
152.911749964890674,-27.050465638619176,458,CAB_128,Open,Flooded,Williams Road,at Lagoon Creek,MOODLU,2020-03-10T03:30:00.000Z,no,Williams Road,DWCP,2843d22a-ea76-498e-9fd6-eb3f6ed7bd85
152.857440433317095,-27.287603137656209,459,UPR_064,Open,Flooded,Winn Road,0.9km west of Clear Mountain Rd,MOUNT SAMSON,2020-02-26T05:00:00.000Z,no,"Winn Road 0.9km west of Clear Mountain Rd, MOUNT SAMSON",DWCP,4cbf1def-f6d9-45d5-af64-b83293ba8669
152.886781636521704,-27.378009649466712,460,LPR_103,Open,Flooded,Camp Mountain Road, ,CAMP MOUNTAIN,2020-02-26T05:00:00.000Z,no,"Camp Mountain Road, CAMP MOUNTAIN",DWCP,31a64320-eb10-4f37-90bb-da9c0a017ebe
152.915272028252787,-27.060635888975607,461,CAB_129,Open,Flooded,Cayenne Road, ,MOODLU,2020-02-26T05:00:00.000Z,no,"Cayenne Road, MOODLU",DWCP,f885c307-a2a2-4aaa-a732-f6fd83224545
152.980565322789033,-27.367353716374492,462,LPR_104,Open,Flooded,Country Club Drive, ,ALBANY CREEK,2020-02-26T05:00:00.000Z,no,"Country Club Drive, ALBANY CREEK",DWCP,3f85b95e-4702-479d-bf73-ae7423f1b82d
153.001610693041016,-27.253692286367301,463,HAY_034,Open,Flooded,Duffield Road,near Bunbury St,KALLANGUR,2020-02-26T05:00:00.000Z,no,"Duffield Road, KALLANGUR",DWCP,dc463185-a3de-49da-aedf-f4469bbb9fb6
153.000001513923166,-27.140500855355409,464,BUR_058,Open,Flooded,Farry Road, ,BURPENGARY EAST,2020-02-26T05:00:00.000Z,no,"Farry Road, BURPENGARY EAST",DWCP,0cff9c0e-b8d3-4279-98ec-547295f4ba83
152.968473399888467,-27.344126402519226,465,LPR_105,Open,Flooded,Ferguson Street, ,ALBANY CREEK,2020-02-26T05:00:00.000Z,no,"Ferguson Street, ALBANY CREEK",DWCP,6823a00f-b429-4539-bdc1-e4fc61a8b583
153.028903481377967,-27.272837867802416,466,LPR_106,Open,Flooded,Henry Road, ,GRIFFIN,2020-02-26T05:00:00.000Z,no,Henry Road,DWCP,d3d11a2f-7ced-4050-b895-aeb3b5987046
152.792491032736137,-26.876151850470503,467,STA_041,Open,Flooded,Kilcoy-Beerwah Road, ,STANMORE,2020-02-26T05:00:00.000Z,no,"Kilcoy-Beerwah Road, STANMORE",DWCP,bd134618-5809-48f1-b1a7-0ad84cbec3f5
152.80331879336822,-26.999708921983505,468,STA_042,Open,Flooded,Keliher Road, ,DELANEYS CREEK,2020-02-26T05:00:00.000Z,no,"Keliher Road, DELANEYS CREEK",DWCP,d23a9b8f-ec70-4945-8b5e-dc59060285a5
152.941906388317364,-27.332989727961099,469,LPR_107,Open,Flooded,Kimberley Court, ,EATONS HILL,2020-02-26T05:00:00.000Z,no,"Kimberley Court, EATONS HILL",DWCP,0b21dae6-9a67-46f1-9921-ec4eed08d5be
152.952734652006143,-27.312462017897051,470,LPR_108,Open,Flooded,Kremzow Road, ,WARNER,2020-02-26T05:00:00.000Z,no,"Kremzow Road, WARNER",DWCP,3787f405-73b7-412b-9e45-339e4652ab6f
152.959127075245931,-27.129903665648662,471,CAB_130,Open,Flooded,Lindsay Road, ,MORAYFIELD,2020-02-26T05:00:00.000Z,no,"Lindsay Road, MORAYFIELD",DWCP,6c2674d0-7949-441c-90d3-4eceae4e8bae
152.970684071157677,-27.026632722068545,472,PUM_026,Open,Flooded,Mansfield Road, ,ELIMBAH,2020-02-26T05:00:00.000Z,no,"Mansfield Road, ELIMBAH",DWCP,c82ce58a-d598-44f9-aba8-4e67eda6022a
152.860885753604379,-27.321991597292357,473,LPR_109,Open,Flooded,Marshall Lane, ,CLOSEBURN,2020-02-26T05:00:00.000Z,no,"Marshall Lane, CLOSEBURN",DWCP,1114530e-83cd-4eb4-b01c-bcdf1b75d591
152.870293250822897,-27.023806293084789,474,CAB_131,Open,Flooded,Newlands Road, ,WAMURAN,2020-02-26T05:00:00.000Z,no,Newlands Road,DWCP,462ddc44-97ed-44b6-bc43-9d1fd68e7bfd
152.943847567696281,-27.357977727392289,475,LPR_111,Open,Flooded,Allen Road, ,BUNYA,2020-02-26T05:00:00.000Z,no,"Allen Road, BUNYA",DWCP,b4a10a21-8955-4f26-b789-7b3acdc9a661
152.906796538531552,-27.331878537887366,476,LPR_112,Open,Flooded,Branch Creek Road, ,CLEAR MOUNTAIN,2020-02-26T05:00:00.000Z,no,"Branch Creek Road, CLEAR MOUNTAIN",DWCP,5ea6d332-2076-4173-926d-a89a61c64d23
152.93028346055533,-27.365899419086166,477,LPR_113,Open,Flooded,Bunya Road,0.47km east of Retreat Ct,BUNYA,2020-02-26T05:00:00.000Z,no,"Bunya Road 0.47km east of Retreat Ct, BUNYA",DWCP,ed452d7f-a7e2-407a-8618-276a15bffbd6
152.90260906698731,-27.326558358148734,478,LPR_114,Open,Flooded,Buranda Road, ,CLEAR MOUNTAIN,2020-02-26T05:00:00.000Z,no,"Buranda Road, CLEAR MOUNTAIN",DWCP,cf3af206-a151-4e68-ae8d-c7d620e1c59b
153.043111220640213,-27.019369124214396,479,PUM_020,Open,Flooded,Donnybrook Road, ,DONNYBROOK,2020-02-26T05:00:00.000Z,no,"Donnybrook Road, DONNYBROOK",DWCP,ae38fef4-a560-4b8f-8e9d-a4d504666582
153.003658264390566,-27.242054483232629,480,HAY_035,Open,Flooded,Duffield Road,near Orchid Av,KALLANGUR,2020-02-26T05:00:00.000Z,no,"Duffield Road, KALLANGUR",DWCP,ff2c8b50-7c34-4267-b4ac-c06755e3fee2
152.874493941974634,-27.365651204261564,481,LPR_115,Open,Flooded,Gibbons Road, ,SAMFORD VALLEY,2020-02-26T05:00:00.000Z,no,"Gibbons Road, SAMFORD VALLEY",DWCP,b82bba0d-5120-4965-b569-437dd40883d3
152.927887884559624,-27.306480252698485,482,LPR_116,Open,Flooded,Ira Buckby Road West, ,CASHMERE,2020-02-26T05:00:00.000Z,no,"Ira Buckby Road West, CASHMERE",DWCP,d16af309-5169-4cce-8dd2-682910cb0148
152.975696992040042,-27.299098510535973,483,LPR_117,Open,Flooded,Kensington Way, ,STRATHPINE,2020-02-26T05:00:00.000Z,no,Kensington Way,DWCP,ba635722-5dc6-49a9-8d5e-076ad2140beb
152.938254016238687,-27.310872177157016,484,LPR_118,Open,Flooded,Lilley Road,,WARNER,2020-02-26T05:00:00.000Z,no,Lilley Road,DWCP,872847ff-19d5-4f56-a5a0-f6c6e1a1c762
152.832404891201861,-27.212890497876437,485,UPR_066,Open,Flooded,Mount Samson Road, ,DAYBORO,2020-02-26T05:00:00.000Z,no,"Mount Samson Road, DAYBORO",DWCP,9ab69116-efb4-4c59-96ce-46c33736649d
152.910429268048148,-27.134887637624907,486,CAB_132,Open,Flooded,Nairn Road, ,MORAYFIELD,2020-02-26T05:00:00.000Z,no,Nairn Road,DWCP,9840d68d-bf68-48ab-a9ec-c4f95c5d3c21
152.984040803113771,-27.191173090740254,487,HAY_036,Open,Flooded,Old Gympie Road, ,NARANGBA,2020-02-26T05:00:00.000Z,no,"Old Gympie Road At Salwater Creek, NARANGBA",DWCP,04ca939a-f0c2-4ba8-98a2-2273dc1a5026
152.826382215431266,-27.203147895109371,488,UPR_067,Open,Flooded,Mount Samson Road,0.27km south of Laidlaw ST,DAYBORO,2020-02-26T05:00:00.000Z,no,"Mount Samson 0.27km south of  Laidlaw, DAYBORO",DWCP,8fffaead-6c9e-4e4d-9432-04ecd159a79f
152.964386814540774,-27.304570765089053,489,LPR_120,Open,Flooded,Old North Cresent, ,STRATHPINE,2020-02-26T05:00:00.000Z,no,"Old North Cresent, STRATHPINE",DWCP,9f1d8f68-3db3-4503-aa82-36124a3a8c93
152.949599746361798,-27.342444068618963,490,LPR_121,Open,Flooded,Queen Elizabeth Drive, ,EATONS HILL,2020-02-26T05:00:00.000Z,no,"Queen Elizabeth Drive, EATONS HILL",DWCP,cb95d87f-6d21-4a6f-b4da-f8b5f3449d8a
153.031256353261767,-27.248114435153269,491,HAY_037,Open,Flooded,Topaz Drive, ,MANGO HILL,2020-02-26T05:00:00.000Z,no,"Topaz Drive, MANGO HILL",DWCP,2c75a6c0-e8cb-4567-ba74-33360f8ab22a
152.979232045040987,-27.107881212538619,492,CAB_133,Open,Flooded,Trafalger Drive, ,MORAYFIELD,2020-02-26T05:00:00.000Z,no,Trafalger Drive,DWCP,7019fa61-0f08-4ec2-9cd1-276f13936ff9
152.884046572807051,-27.363393543096819,493,LPR_123,Open,Flooded,Warwick Lane, ,SAMFORD VALLEY,2020-02-26T05:00:00.000Z,no,"Warwick Lane, SAMFORD VALLEY",DWCP,849e2859-9d66-49d0-97c1-2de3c5bbc3b7
152.947773598051612,-27.054543435999133,494,CAB_134,Open,Flooded,Porter Road,,CABOOLTURE,2020-02-26T05:00:00.000Z,no,Porter Road,DWCP,4c00a214-4e02-4f0a-b713-ef71077a0ba1
152.963802770367209,-27.259305222509987,495,LPR_124,Open,Flooded,Frenchs Road,at Beeville Road,PETRIE,2020-02-26T05:00:00.000Z,no,Frenchs Road,DWCP,59243b4d-9004-4832-b8dc-656dc4d98d8d
152.964477574028848,-27.115199612111581,496,CAB_140,Open,Flooded,Glenwood Drive,,MORAYFIELD,2020-02-26T05:00:00.000Z,no,Glenwood Drive,DWCP,f0d38fdd-ff9d-42fa-b862-b161820fba4f
152.998016673726426,-27.182206736097761,497,BUR_062,Open,Flooded,Deception Bay Road,,DECEPTION BAY,2020-02-26T05:00:00.000Z,no,Deception Bay Road,DWCP,a1c7d094-e78f-4f57-b7b1-9d42fcf4346d
152.940577025427245,-27.160821406386752,498,BUR_059,Open,Flooded,Rowley Road,at Mathew Crescent,BURPENGARY,2020-02-26T05:00:00.000Z,no,Rowley Road,DWCP,7e25c1f6-2039-4f48-81f5-da876c488fa8
152.931278760652503,-27.033822076739146,499,CAB_135,Open,Flooded,Old Gympie Road,between Hatchman Court and Breadsell Drive,CABOOLTURE,2020-02-26T05:00:00.000Z,no,Old Gympie Road,DWCP,e1b141d0-c04d-4dcc-8693-7d2b9b6db822
152.950041523445577,-27.211630606073822,500,SID_021,Open,Flooded,Browns Road,intersection of Mumford Road,KURWONGBAH,2020-02-26T05:00:00.000Z,no,Browns Road,DWCP,d46a33cb-90c5-4f2c-9400-adaad1c7dda4
152.946421512276544,-27.022332049205783,501,PUM_027,Open,Flooded,Hamilton Road,intersection of Mansfield Road,ELIMBAH,2020-02-26T05:00:00.000Z,no,Hamilton Road,DWCP,5da373fe-0203-4b9a-89ea-98333c06ab2f
152.948647303988594,-27.100343470864786,502,CAB_136,Open,Flooded,Morayfield Road,northbound near shopping centre,MORAYFIELD,2020-02-26T05:00:00.000Z,no,Morayfield Road,DWCP,5f28ef0f-bac1-42d3-ada7-d85668c09e06
152.960370612195391,-27.323892628640426,503,LPR_125,Open,Flooded,Warner Road,at Cooparoo Road end,WARNER,2020-02-26T05:00:00.000Z,no,Warner Road,DWCP,0632054b-3b50-4ffb-842d-36a3ede42d52
152.978040505275118,-27.153250308542574,504,BUR_060,Open,Flooded,Arthur Drewett Drive Overpass,,BURPENGARY EAST,2020-02-26T05:00:00.000Z,no,Arthur Drewett Drive Overpass,DWCP,2f6d17a7-2069-4694-9603-daae5ccea3f3
152.970988120338689,-27.0621062812119,505,CAB_137,Open,Flooded,Male Road,at intersection of Elof Road,CABOOLTURE,2020-02-26T05:00:00.000Z,no,Male Road,DWCP,b2117e18-7583-49e8-8e40-ec2ba200c29f
152.988087407143098,-27.319159262189498,506,LPR_126,Open,Flooded,South Pine Road,near Kremzow Road,BRENDALE,2020-02-26T05:00:00.000Z,no,South Pine Road,DWCP,509aefaf-b4e4-4a03-9408-c81cfe5cd7f2
152.934469745424963,-27.110431592028974,507,CAB_138,Open,Flooded,Walkers Road,at intersection of Bristlebird Drive,MORAYFIELD,2020-02-26T05:00:00.000Z,no,Walkers Road,DWCP,ea000b3b-dd3d-48de-8096-e7a030bd10b2
153.152962832544461,-27.063133140842282,508,BRI_024,Open,Flooded,Faraday Street,,BELLARA,2020-02-26T05:00:00.000Z,no,Faraday Street,DWCP,53ca9d55-f659-4f16-80f8-a12a998ddc2d
152.951101789704012,-27.105158495011409,509,CAB_139,Open,Flooded,William Berry Drive,,MORAYFIELD,2020-02-26T05:00:00.000Z,no,William Berry Drive,DWCP,bed64168-5522-446a-8756-40610a6634ab
152.879578157649433,-27.155032228126775,510,BUR_061,Open,Flooded,Moorina Road,at intersection Haywood Road,MOORINA,2020-02-26T05:00:00.000Z,no,Moorina Road,DWCP,c5d8dded-d035-4f25-ab88-e100831fdad8
153.144093324671587,-27.06183477209855,511,BRI_025,Open,Flooded,Sylvan Beach Esplanade,near number 81,BELLARA,2020-02-26T05:00:00.000Z,no,Sylvan Beach Esplanade,DWCP,7f5b067f-4b45-41d9-be07-1e9679b8bf4a
152.908246213685771,-26.990341476159163,512,PUM_028,Open,Flooded,Williams Road,,WAMURAN,2020-02-26T05:00:00.000Z,no,Williams Road,DWCP,f460078b-8cbc-47a5-b5ae-fda382eaa4fb
153.009585420500457,-27.101989374517483,513,CAB_095,Open,Flooded,Beachmere Road,,BEACHMERE,2020-02-26T05:00:00.000Z,yes,Beachmere Road,DWCP,00019c2d-ba61-4c49-939a-2235d551599c
152.995381484705206,-27.084400759136738,514,CAB_087,Open,Flooded,Bribie Island Road,at Hickey Road intersection,CABOOLTURE,2020-02-26T05:00:00.000Z,yes,"Bribie Island Road at Hickey Road Intersection, CABOOLTURE",DWCP,b431b53d-aec6-4cc7-8cf5-d5b721d761cd
153.019834761311074,-27.073895511348415,515,CAB_083,Open,Flooded,Bribie Island Road,at Old Toorbul Point Road,CABOOLTURE,2020-02-26T05:00:00.000Z,yes,"Bribie Island Rd at Old Toorbul Point Road, CABOOLTURE",DWCP,81562c9a-2800-4629-8d6b-14a72dbf6525
152.999886464888021,-27.316030246010719,516,LPR_027,Open,Flooded,Gympie Road,at Bald Hills Flat,STRATHPINE,2020-02-26T05:00:00.000Z,yes,Gympie Road,DWCP,22544209-1974-41d2-b802-f814a2d2f004
152.981197094453591,-27.173233981131197,517,BUR_041,Open,Flooded,Old Gympie Road,near Phillips Street,BURPENGARY,2020-02-26T05:00:00.000Z,yes,"Old Gympie Road near Phillips, BURPENGARY",DWCP,0bac3043-5caa-4c95-a080-f76d8a7ea520
152.982347829146107,-27.173788799778468,518,BUR_020,Open,Flooded,Bruce Highway, ,DECEPTION BAY,2020-02-26T05:00:00.000Z,yes,"Bruce Highway, DECEPTION BAY",DWCP,563d7ff7-a24c-4ff9-943b-38992dddff0f
153.009127716286741,-27.186730313471816,519,BUR_006,Open,Flooded,Deception Bay Road,near Krause street,DECEPTION BAY,2020-02-26T05:00:00.000Z,yes,Deception Bay Road,DWCP,e58f3222-3a33-4d30-95ea-585599020666
152.989040248368354,-27.089862300987399,520,CAB_094,Open,Flooded,Beachmere Road,at intersection of Hickey Road,CABOOLTURE,2020-02-26T05:00:00.000Z,yes,"Beachmere Road at intersection of Hickey Road, CABOOLTURE",DWCP,4f9671d3-b308-46c0-a6e5-3859b6000055
152.977677640697493,-27.152106333443065,521,BUR_032,Open,Flooded,Bruce Highway,at Burpengary Creek,BURPENGARY,2020-02-26T05:00:00.000Z,yes,"Bruce Highway at Burpengary Creek, BURPENGARY",DWCP,e0abdd6c-092e-4ff0-abee-c1f04d7bab1c
152.981410469486434,-27.274878239947569,522,LPR_058,Open,Flooded,Gympie Road,at North Pine River (AJ Wyllie Bridge),PETRIE,2020-02-26T05:00:00.000Z,yes,"Gympie Road at North Pine River (AJ Wyllie Bridge), PETRIE",DWCP,e5c63b23-aad8-4a83-8eed-a2b3caed8ccb
152.776178588373909,-27.045548298311907,523,NEU_005,Open,Flooded,Mt Mee Road,at Red Bend,MOUNT MEE,2020-02-26T05:00:00.000Z,yes,Mt Mee Road,DWCP,16c86419-98bb-448a-87b0-6e5510488944
153.031989409974642,-27.11350365055063,524,CAB_050,Open,Flooded,Beachmere Road,at Adcock Road,BEACHMERE,2020-02-26T05:00:00.000Z,yes,"Beachmere Road at Adcock Road, BEACHMERE",DWCP,101bb5a4-20e4-41e0-bbe5-e0d43ddc6935
153.141858412364456,-27.07356427172628,525,PUM_016,Open,Flooded,Bribie Island Road,at Bribie Island Bridge,SANDSTONE POINT,2020-02-26T05:00:00.000Z,yes,"Bribie Island Rd at Bribie Island Bridge, SANDSTONE POINT",DWCP,b9b39222-918d-4832-88e2-464eaac6b72c
152.991070189382242,-27.179401701857618,526,BUR_016,Open,Flooded,Deception Bay Road,at Tallowwood Drive,DECEPTION BAY,2020-02-26T05:00:00.000Z,yes,"Deception Bay Road at Tallowwood Drive, DECEPTION BAY",DWCP,765cd760-76ba-42a7-ad87-c6189337fc73
152.976977961787384,-27.152031692983815,527,BUR_021,Open,Flooded,Morayfield Road,at Burpengary Creek,BURPENGARY,2020-02-26T05:00:00.000Z,yes,"Morayfield Road at Burpengary Creek, BURPENGARY",DWCP,035a20c4-3aa7-42e6-8df1-5160b95af652
152.981075858721198,-27.179325823420076,528,BUR_043,Open,Flooded,Old Gympie Road,Intersection with New Settlement Road,BURPENGARY,2020-02-26T05:00:00.000Z,yes,"Old Gympie Road at New Settlement Road, BURPENGARY",DWCP,a2bdf213-6b40-460f-aec0-b8032aaf3b3d
152.980258447508191,-27.170570092047978,529,BUR_042,Open,Flooded,Old Gympie Road,Intersection with Pitt Road,BURPENGARY,2020-02-26T05:00:00.000Z,yes,"Old Gympie Road at intersection with Pitt Road, BURPENGARY",DWCP,73eb127d-a0fb-45eb-b14c-b59b4aab9a7c
152.778543209323175,-27.382967727731373,530,LPR_012,Open,Flooded,Mount Nebo Road, ,MOUNT NEBO,2020-02-26T05:00:00.000Z,yes,"Mount Nebo Road, MOUNT NEBO",DWCP,63464a42-397f-4732-92d3-5a7d1bd12b6f
153.044066806218694,-27.218201373967887,531,HAY_020,Open,Flooded,Anzac Avenue,at Salt Water Creek near Finnegan Street,MANGO HILL,2020-02-26T05:00:00.000Z,yes,"Anzac Avenue at Saltwater Creek near Finnegan Street, MANGO HILL",DWCP,bd34d753-1798-46f0-8296-16b621ea2d3c
152.77353068908954,-27.356352023228233,532,LPR_081,Open,Flooded,Mount Glorious Road,at beginning of steep ascent,MOUNT NEBO,2020-02-26T05:00:00.000Z,yes,"Mount Glorious Road at Beginning of Steep ascent, MOUNT NEBO",DWCP,86d48de3-779f-45da-b014-7aed83a36251
152.977151639369453,-27.057041500310259,533,CAB_089,Open,Flooded,Bruce Highway,at King John Creek,CABOOLTURE,2020-02-26T05:00:00.000Z,yes,"Bruce Highway, CABOOLTURE",DWCP,e7eaec6d-e123-482f-bd04-ec2b11c3d1a4
152.956982710424512,-27.261849339760989,534,LPR_079,Open,Flooded,Dayboro Road,at bridge over Sideling Creek,WHITESIDE,2020-02-26T05:00:00.000Z,yes,"Dayboro Road at bridge over Sideling Creek, WHITESIDE",DWCP,7b709ff2-f909-49c4-a9e7-43e752ea964e
152.980637982122545,-27.086092657950111,535,CAB_082,Open,Flooded,Bribie Island Road,at Aerodrome Road,CABOOLTURE,2020-02-26T05:00:00.000Z,yes,"Bribie Island Road at Aerodrome Road, CABOOLTURE",DWCP,9aa2d689-f718-4666-b544-38586d493cff
153.037429336043942,-27.203919123305894,536,BUR_005,Open,Flooded,Deception Bay Road,near Webster Road,DECEPTION BAY,2020-02-26T05:00:00.000Z,yes,"Deception Bay Road near Webster Road, DECEPTION BAY",DWCP,f70c49a6-e2a9-4e75-b8b9-53477ef5afa0
152.95046976920608,-27.089806974888521,537,CAB_075,Open,Flooded,Morayfield Road,at Caboolture River,CABOOLTURE,2020-02-26T05:00:00.000Z,yes,Morayfield Road,DWCP,6d219b61-a618-4084-be47-7e3a1b70f805
152.947280554114684,-27.041025767605174,538,CAB_088,Open,Flooded,Beerburrum Road,at McConachy Road,ELIMBAH,2020-02-26T05:00:00.000Z,yes,Beerburrum Road,DWCP,9725e3ae-6cbd-4865-a9f5-52369150b6d9
152.925476246686543,-27.392250030200834,539,BCC_008,Open,Flooded,Samford Road,near Rangeleigh Street intersection,FERNY HILLS,2020-02-26T05:00:00.000Z,yes,"Samford Road near Rangeleigh Street intersection, FERNY HILLS",DWCP,7457b05d-7120-4faf-9897-bf02ae8b00ac
152.989300446288723,-27.304765389873605,540,LPR_050,Open,Flooded,Gympie Road,at Coulthards Creek,STRATHPINE,2020-02-26T05:00:00.000Z,yes,"Gympie Road at Coulthards Creek, STRATHPINE",DWCP,92443d5e-476a-4c3b-afac-e2e1b6264902
152.948403013435296,-27.108588098458071,541,CAB_077,Open,Flooded,Morayfield Road,at Sheepstation Creek,MORAYFIELD,2020-02-26T05:00:00.000Z,yes,Morayfield Road,DWCP,b0865294-2816-46fb-bd63-b919046f4013
153.032992841621734,-27.23043339903877,542,HAY_011,Open,Flooded,Anzac Avenue,near Kinsellas Road East,MANGO HILL,2020-02-26T05:00:00.000Z,yes,"Anzac Avenue near Kinsellas Road East, MANGO HILL",DWCP,a6ea34f4-ae27-4c71-be13-35f848397e40
153.04727033506569,-27.126841019061541,543,CAB_041,Open,Flooded,Beachmere Road,near Egan Avenue,BEACHMERE,2020-02-26T05:00:00.000Z,yes,"Beachmere Road near Egan Avenue, BEACHMERE",DWCP,e446ba83-c15f-4a72-9fc6-59f2270eed95
152.96793170499248,-27.138365765719929,544,CAB_015,Open,Flooded,Morayfield Road,at Gleeson Road,BURPENGARY,2020-02-26T05:00:00.000Z,yes,Morayfield Road,DWCP,71ce2969-e2de-4fa1-b18e-ddb3b5600682
152.794133622894378,-27.364841036231844,545,LPR_080,Open,Flooded,Mt Glorious (PEI) Rd - Samford to Mt Nebo,Rockslip,MOUNT NEBO,2020-02-26T05:00:00.000Z,yes,"Mt Glorious (PEI) Rd Samford to Mt Nebo, MOUNT NEBO",DWCP,1ab9a543-7274-470a-a7cf-3a3043617508
153.084855127901051,-27.237441087501963,546,HAY_029,Open,Flooded,Snook Street,between Macdonnell Rd and Duffield Rd,CLONTARF,2020-02-26T05:00:00.000Z,yes,"Snook Street between Macdonnell Rd and Duffield Rd, CLONTARF",DWCP,9bd1546d-8ac3-4922-91e5-ceb210a217b2
152.998777178462774,-27.095739883118348,547,CAB_101,Open,Flooded,Beachmere Road,at Old Beachmere Road,CABOOLTURE,2020-02-26T05:00:00.000Z,yes,"Beachmere Road at Old Beachmere Road, CABOOLTURE",DWCP,8e58cfac-5c9b-40ea-a309-ab0f3976800b
153.038584895587917,-27.030836738379836,548,PUM_019,Open,Flooded,Pumicestone Road,near Bonney Road,TOORBUL,2020-02-26T05:00:00.000Z,yes,"Pumicestone Road near Bonney Road, TOORBUL",DWCP,bf302127-032c-4e55-840a-0b354516b857
152.670902570522117,-26.934000152371741,549,STA_028,Open,Flooded,D'Aguilar Highway,at Kilcoy Bridge,STONY CREEK,2020-02-26T05:00:00.000Z,yes,"D'Aguilar Highway and Kilcoy Bridge, STONY CREEK",DWCP,c3de79a8-5d81-4195-8e84-f2010452d9da
153.106685564625849,-27.245104259918683,550,RED_007,Open,Flooded,Oxley Avenue,at Duffield Road,MARGATE,2020-02-26T05:00:00.000Z,yes,"Oxley Avenue at Duffield Road, MARGATE",DWCP,d370f725-c670-4ce1-aa29-b98e2bfcc8b0
152.761734821262252,-26.935759161552078,551,STA_029,Open,Flooded,D'Aguilar Highway,at Stanley River,WOODFORD,2020-02-26T05:00:00.000Z,yes,D'Aguilar Highway,DWCP,074ba217-1765-4a01-9dc8-f9c1f59a89c4
152.886158627922725,-27.373475378107319,552,LPR_086,Open,Flooded,Mount Glorious Road,near Samford Road,SAMFORD VILLAGE,2020-02-26T05:00:00.000Z,yes,"Mount Glorious Road / Samford Road, SAMFORD VILLAGE",DWCP,248894a8-d8f2-4404-9836-60d07c3af54c
152.769481447606438,-27.351092300882502,553,LPR_087,Open,Flooded,Mount Glorious Road,at the intersection of Mount Nebo Road,MOUNT NEBO,2020-02-26T05:00:00.000Z,yes,"Mount Glorious Road at the intersection of Mount Nebo Road, MOUNT NEBO",DWCP,cbdc3272-672d-4f70-9e5f-d1ae853b4337
152.748388878072859,-27.317021180986163,554,LPR_088,Open,Flooded,Mount Glorious Road,at intersection with Alex Road ,MOUNT GLORIOUS,2020-02-26T05:00:00.000Z,yes,"Mount Glorious Road at the intersection with Alex Road, MOUNT GLORIOUS",DWCP,582d0cb8-c549-44bf-8461-ff4063015ada
153.018396272876856,-27.274393298969493,555,LPR_089,Open,Flooded,Bruce Highway,at on ramp off Dohles Rocks Road,GRIFFIN,2020-02-26T05:00:00.000Z,yes,Bruce Highway,DWCP,68c58324-d6db-4e87-bcea-7b887bbb9d8f
152.977406014410093,-27.064189531530936,556,CAB_109,Open,Flooded,Bruce Highway,at Lagoon Creek,CABOOLTURE,2020-02-26T05:00:00.000Z,yes,Bruce Highway,DWCP,2d52370c-b4f8-45c9-8716-4ecd7924de99
153.152444279577821,-27.070113349774513,557,Temp 10/30,Open,Flooded,Welsby Parade,Between Charlotte Avenue and Wattle Avenue,BONGAREE,2017-11-07T14:00:00.000Z,no,"Welsby Parade, Bongaree between Charlotte Avenue and Wattle Avenue",OPS,5682543a-c8b8-47c2-98f8-f9bc35641588
152.956316261390356,-27.196941742105928,559,Temp 10/30,Open,Flooded,Oakey Flat Road,Between Windemere Avenue and OMara Road,NARANGBA,2017-11-07T14:00:00.000Z,no,"Oakey Flat Road, between Windemere Ave and OMara Road, Narangba",OPS,c5420258-2981-4150-8a34-7060014fac15
152.997517142943593,-27.283381643965551,560,Temp 10/30,Open,Flooded,Lawnton Pocket Road,At Bells Pocket Road,LAWNTON,2017-11-07T14:00:00.000Z,no,Lawnton Pocket Road,OPS,d62ea580-6e1b-47e4-a16c-e7a231fc92d7
152.971655908413396,-27.120221446694607,561,Temp 10/30,Open,Flooded,Grogan Road,At 3 Grogran Road,MORAYFIELD,2017-11-07T14:00:00.000Z,no,"3 Grogan Road, Morayfield",OPS,a8b92d1f-c2e0-4f13-ac20-437575a7df96
152.952081215274745,-27.094747063438337,562,Temp 10/30,Open,Flooded,Market Drive,At roundabout of Dickson Road,CABOOLTURE SOUTH,2017-11-07T14:00:00.000Z,no,"Market Drive, Caboolture South",OPS,42c0200a-2199-4f06-a6d4-5b2d3393364f
